id,report_date,occured_date,occured_time,area,crime,victim_age,victim_sex,victim_descent,premise,weapon,status,lat,lon
100101297,2010-08-01,2010-08-01,01:15,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),9,M,Other,STREET,,Invest Cont,34.0673,-118.2499
100101298,2010-08-01,2010-08-01,11:00,Central,BATTERY - SIMPLE ASSAULT,60,M,White,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0467,-118.2556
100101301,2010-08-01,2010-08-01,15:00,Central,BATTERY - SIMPLE ASSAULT,17,F,Hispanic/Latin/Mexican,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.0583,-118.2378
100101302,2010-08-01,2010-08-01,20:30,Central,THEFT PLAIN - PETTY ($950 & UNDER),31,F,White,DEPARTMENT STORE,,Adult Arrest,34.048,-118.2577
100101304,2010-08-02,2010-07-31,12:00,Central,SHOTS FIRED AT INHABITED DWELLING,38,M,Hispanic/Latin/Mexican,BANK,UNKNOWN FIREARM,Invest Cont,34.0535,-118.256
100101305,2010-08-01,2010-07-30,16:30,Central,THEFT PLAIN - PETTY ($950 & UNDER),37,M,Hispanic/Latin/Mexican,DEPARTMENT STORE,,Invest Cont,34.048,-118.2577
100101307,2010-08-05,2010-08-05,14:10,Central,BATTERY POLICE (SIMPLE),0,M,Hispanic/Latin/Mexican,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0363,-118.2573
100101309,2010-08-06,2010-08-05,08:04,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),60,M,Black,HOTEL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0454,-118.2466
100101311,2010-08-06,2010-08-06,18:00,Central,ROBBERY,41,M,Hispanic/Latin/Mexican,OTHER BUSINESS,AUTOMATIC WEAPON/SUB-MACHINE GUN,Invest Cont,34.0331,-118.2599
100101317,2010-08-07,2010-07-27,19:00,Central,THEFT OF IDENTITY,26,F,Other,SINGLE FAMILY DWELLING,,Invest Cont,34.0563,-118.2374
100101319,2010-08-07,2010-08-06,17:30,Central,BURGLARY,29,F,Other,MARKET,,Invest Cont,34.0413,-118.2517
100101320,2010-08-07,2010-08-06,17:30,Central,BURGLARY,25,F,Hispanic/Latin/Mexican,OTHER BUSINESS,,Invest Cont,34.0413,-118.2517
100101324,2010-08-07,2010-08-07,18:30,Central,ATTEMPTED ROBBERY,58,M,Hispanic/Latin/Mexican,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.071,-118.2302
100101329,2010-08-11,2010-08-11,16:30,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",60,M,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Adult Arrest,34.0412,-118.2474
100101330,2010-08-12,2010-08-11,21:40,Central,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0,M,Other,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0423,-118.2452
100101332,2010-08-12,2010-08-11,20:30,Central,THEFT PLAIN - PETTY ($950 & UNDER),23,F,Hispanic/Latin/Mexican,DEPARTMENT STORE,,Invest Cont,34.048,-118.2577
100101341,2010-08-14,2010-08-14,22:00,Central,BURGLARY FROM VEHICLE,49,M,White,STREET,,Invest Cont,34.0438,-118.2547
100101343,2010-08-15,2010-08-15,00:25,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",47,M,Black,SIDEWALK,FOLDING KNIFE,Invest Cont,34.0394,-118.2496
100101344,2010-08-15,2010-08-15,01:50,Central,THEFT PLAIN - PETTY ($950 & UNDER),45,M,Hispanic/Latin/Mexican,OTHER BUSINESS,,Invest Cont,34.0451,-118.2604
100101348,2010-08-15,2010-08-15,19:30,Central,INTIMATE PARTNER - SIMPLE ASSAULT,29,M,White,OTHER BUSINESS,,Invest Cont,34.0655,-118.2387
100101349,2010-08-15,2010-08-15,18:00,Central,INTIMATE PARTNER - SIMPLE ASSAULT,57,M,Black,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0454,-118.2466
100101350,2010-08-15,2010-08-15,17:30,Central,INTIMATE PARTNER - SIMPLE ASSAULT,38,F,Black,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0454,-118.2466
100101353,2010-08-16,2010-08-16,04:10,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),31,F,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,34.0473,-118.2601
100101355,2010-08-18,2010-08-17,23:00,Central,INTIMATE PARTNER - SIMPLE ASSAULT,28,F,White,HOTEL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.0446,-118.245
100101356,2010-08-18,2010-08-18,15:00,Central,BRANDISH WEAPON,22,M,Hispanic/Latin/Mexican,STREET,OTHER KNIFE,Adult Arrest,34.0364,-118.2406
100101364,2010-08-20,2010-08-19,23:45,Central,ROBBERY,25,M,Hispanic/Latin/Mexican,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.0446,-118.249
100101365,2010-08-20,2010-08-19,23:00,Central,BATTERY - SIMPLE ASSAULT,33,M,White,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.0395,-118.2656
100101367,2010-08-20,2010-08-19,22:25,Central,BATTERY - SIMPLE ASSAULT,51,F,Black,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0446,-118.245
100101369,2010-08-20,2010-08-20,20:00,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),23,M,Hispanic/Latin/Mexican,DEPARTMENT STORE,,Invest Cont,34.048,-118.2577
100101370,2010-08-20,2010-08-20,20:45,Central,BATTERY - SIMPLE ASSAULT,60,F,Other Asian,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0423,-118.2452
100101371,2010-08-21,2010-08-21,16:00,Central,ROBBERY,52,M,Hispanic/Latin/Mexican,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0428,-118.2461
100101375,2010-08-22,2010-08-22,02:10,Central,BATTERY - SIMPLE ASSAULT,35,M,Hispanic/Latin/Mexican,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0457,-118.2665
100101378,2010-08-23,2010-08-23,00:20,Central,TRESPASSING,40,M,White,"TRAIN DEPOT/TERMINAL, OTHER THAN MTA",,Invest Cont,34.0563,-118.2374
100101379,2010-08-23,2010-08-23,00:30,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),22,M,Hispanic/Latin/Mexican,SIDEWALK,,Adult Other,34.0347,-118.2645
100101382,2010-08-25,2010-08-24,19:50,Central,OTHER MISCELLANEOUS CRIME,24,M,Hispanic/Latin/Mexican,DEPARTMENT STORE,,Adult Arrest,34.048,-118.2577
100101384,2010-08-25,2010-08-24,23:30,Central,BATTERY - SIMPLE ASSAULT,23,M,Black,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0419,-118.2485
100101385,2010-08-24,2010-08-24,20:00,Central,ROBBERY,25,M,Hispanic/Latin/Mexican,STREET,CLUB/BAT,Invest Cont,34.048,-118.2438
100101407,2010-08-28,2010-08-27,22:55,Central,BURGLARY,46,M,Other,OTHER BUSINESS,,Adult Arrest,34.0408,-118.2511
100101417,2010-09-04,2010-09-04,15:40,Central,ROBBERY,49,M,Hispanic/Latin/Mexican,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0442,-118.2439
100101419,2010-09-04,2010-09-04,17:35,Central,ROBBERY,0,M,Hispanic/Latin/Mexican,LIQUOR STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.0359,-118.2344
100101421,2010-09-04,2010-09-04,14:20,Newton,BATTERY POLICE (SIMPLE),36,M,Hispanic/Latin/Mexican,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0376,-118.2531
100101422,2010-09-04,2010-09-04,14:20,Newton,BATTERY POLICE (SIMPLE),34,M,Hispanic/Latin/Mexican,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0369,-118.2522
100101423,2010-09-04,2010-09-04,19:20,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",47,F,White,SIDEWALK,OTHER CUTTING INSTRUMENT,Adult Arrest,34.0423,-118.2452
100101424,2010-09-05,2010-09-05,01:30,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,Hispanic/Latin/Mexican,SIDEWALK,OTHER CUTTING INSTRUMENT,Invest Cont,34.0342,-118.2636
100101425,2010-09-06,2010-09-05,19:00,Central,ROBBERY,54,F,Black,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.0423,-118.2452
100101427,2010-09-07,2010-09-06,21:45,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,38,M,Hispanic/Latin/Mexican,STREET,OTHER KNIFE,Adult Arrest,34.0459,-118.2545
100101428,2010-09-07,2010-09-06,21:30,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,41,M,Hispanic/Latin/Mexican,SIDEWALK,OTHER KNIFE,Adult Arrest,34.0445,-118.2523
100101429,2010-09-08,2010-09-08,09:30,Central,THROWING OBJECT AT MOVING VEHICLE,28,M,White,STREET,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,34.0485,-118.2447
100101435,2010-09-09,2010-09-08,11:55,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",40,M,White,SIDEWALK,,Adult Arrest,34.0478,-118.2454
100101438,2010-09-12,2010-09-12,13:15,Central,BATTERY - SIMPLE ASSAULT,26,F,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.0482,-118.2472
100101439,2010-09-12,2010-09-12,21:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),19,M,Other,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,Adult Other,34.0588,-118.2458
100101441,2010-09-13,2010-09-13,02:50,Central,BURGLARY,51,M,Hispanic/Latin/Mexican,OTHER BUSINESS,,Invest Cont,34.0375,-118.27
100101442,2010-09-13,2010-09-12,23:00,Central,BURGLARY,33,M,Other Asian,RESTAURANT/FAST FOOD,,Invest Cont,34.0467,-118.2556
100101451,2010-09-18,2010-09-18,05:55,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",52,F,Black,PUBLIC RESTROOM/OUTSIDE*,BRASS KNUCKLES,Invest Cont,34.0423,-118.2452
100101453,2010-09-19,2010-09-18,13:25,Central,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,7,M,Black,PARK/PLAYGROUND,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0488,-118.2518
100101454,2010-09-18,2010-09-18,05:40,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),21,M,Hispanic/Latin/Mexican,DEPARTMENT STORE,,Invest Cont,34.048,-118.2577
100101455,2010-09-19,2010-09-17,23:00,Central,BATTERY - SIMPLE ASSAULT,50,F,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.046,-118.2509
100101467,2010-09-23,2010-09-23,21:35,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,Hispanic/Latin/Mexican,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",KITCHEN KNIFE,Adult Arrest,34.0408,-118.2428
100101469,2010-09-25,2010-09-24,20:45,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,Other,STREET,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,34.0467,-118.2427
100101471,2010-09-25,2010-09-24,18:00,Central,THEFT PLAIN - PETTY ($950 & UNDER),37,M,Hispanic/Latin/Mexican,DEPARTMENT STORE,,Invest Cont,34.048,-118.2577
100101476,2010-09-25,2010-09-25,15:35,Central,BATTERY - SIMPLE ASSAULT,58,M,Hispanic/Latin/Mexican,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0459,-118.2579
100101477,2010-09-25,2010-09-25,14:30,Central,INTIMATE PARTNER - AGGRAVATED ASSAULT,32,M,Black,"VEHICLE, PASSENGER/TRUCK","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.039,-118.2444
100101480,2010-09-29,2010-09-28,22:20,Central,BURGLARY FROM VEHICLE,21,F,Black,STREET,,Adult Arrest,34.0431,-118.2536
100101482,2010-10-02,2010-10-02,14:55,Central,CHILD ANNOYING (17YRS & UNDER),13,F,Hispanic/Latin/Mexican,SIDEWALK,,Adult Arrest,34.0452,-118.2534
100101487,2010-10-05,2010-10-04,19:50,Central,ROBBERY,24,M,Hispanic/Latin/Mexican,RESTAURANT/FAST FOOD,MACE/PEPPER SPRAY,Adult Arrest,34.0488,-118.2483
100101490,2010-10-09,2010-10-09,14:55,Central,BATTERY - SIMPLE ASSAULT,28,M,Black,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0446,-118.245
100101492,2010-10-10,2010-10-10,00:40,Central,INTIMATE PARTNER - SIMPLE ASSAULT,38,F,Black,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0408,-118.2511
100101496,2010-10-10,2010-10-10,11:30,Central,OTHER MISCELLANEOUS CRIME,9,M,Other,STREET,,Invest Cont,34.0623,-118.2383
100101498,2010-10-11,2010-10-11,20:30,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",26,M,Hispanic/Latin/Mexican,LIBRARY,,Adult Arrest,34.0503,-118.2433
100101499,2010-10-13,2010-10-12,23:30,Central,ROBBERY,45,F,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",HAND GUN,Invest Cont,34.0368,-118.2412
100101500,2010-10-13,2010-10-13,16:15,Central,INTIMATE PARTNER - SIMPLE ASSAULT,35,M,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.0474,-118.2496
100101513,2010-10-15,2010-10-14,15:15,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",41,M,Hispanic/Latin/Mexican,SIDEWALK,BELT FLAILING INSTRUMENT/CHAIN,Invest Cont,34.0403,-118.2421
100101520,2010-10-18,2010-10-18,01:15,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43,M,White,BAR/COCKTAIL/NIGHTCLUB,BOTTLE,Invest Cont,34.0524,-118.2467
100101521,2010-10-18,2010-10-18,06:00,Central,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,0,M,Hispanic/Latin/Mexican,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.0347,-118.2345
100101523,2010-10-21,2010-10-19,10:00,Central,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,22,M,White,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.0484,-118.2339
100101524,2010-10-20,2010-10-20,02:00,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",30,M,Hispanic/Latin/Mexican,STREET,,Adult Arrest,34.0488,-118.2518
100101527,2010-10-20,2010-10-19,21:00,Central,BURGLARY,28,M,Hispanic/Latin/Mexican,PARKING UNDERGROUND/BUILDING,,Invest Cont,34.0509,-118.2585
100101528,2010-10-20,2010-10-20,10:45,Central,OTHER MISCELLANEOUS CRIME,9,M,Other,OTHER PREMISE,,Invest Cont,34.0383,-118.254
100101529,2010-10-20,2010-10-20,10:45,Central,OTHER MISCELLANEOUS CRIME,9,M,Other,RESTAURANT/FAST FOOD,,Invest Cont,34.0389,-118.255
100101531,2010-10-21,2010-10-21,03:25,Central,OTHER MISCELLANEOUS CRIME,46,F,Hispanic/Latin/Mexican,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,34.039,-118.2444
100101534,2010-10-21,2010-05-27,08:30,Central,OTHER MISCELLANEOUS CRIME,0,M,Unknown,POLICE FACILITY,,Adult Other,34.0446,-118.249
100101536,2010-10-23,2010-10-23,01:15,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),39,F,Hispanic/Latin/Mexican,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.064,-118.2375
100101544,2010-10-24,2010-10-24,02:30,Central,BURGLARY,29,F,Hispanic/Latin/Mexican,RESTAURANT/FAST FOOD,,Invest Cont,34.0559,-118.2296
100101551,2010-10-25,2010-10-25,21:45,Central,OTHER MISCELLANEOUS CRIME,45,F,Black,SIDEWALK,,Invest Cont,34.0407,-118.2468
100101552,2010-10-26,2010-10-26,01:00,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",40,M,Hispanic/Latin/Mexican,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,34.0435,-118.2471
100101562,2010-10-29,2010-10-29,19:35,Central,INTIMATE PARTNER - AGGRAVATED ASSAULT,54,M,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",BOTTLE,Adult Arrest,34.046,-118.2509
100101563,2010-10-30,2010-10-30,02:00,Central,BATTERY - SIMPLE ASSAULT,38,M,Hispanic/Latin/Mexican,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0482,-118.2472
100101564,2010-10-29,2010-10-29,21:30,Central,DOCUMENT FORGERY / STOLEN FELONY,39,F,White,SINGLE FAMILY DWELLING,,Invest Cont,34.045,-118.264
100101567,2010-10-31,2010-10-30,23:00,Central,BURGLARY FROM VEHICLE,34,F,Hispanic/Latin/Mexican,STREET,,Invest Cont,34.0598,-118.2485
100101571,2010-11-03,2010-11-02,20:45,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",32,M,Hispanic/Latin/Mexican,OTHER BUSINESS,,Invest Cont,34.048,-118.2577
100101572,2010-11-03,2010-11-02,12:00,Central,ORAL COPULATION,24,F,Hispanic/Latin/Mexican,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.051,-118.248
100101586,2010-11-06,2010-11-06,00:20,Central,INTIMATE PARTNER - SIMPLE ASSAULT,26,F,White,HOTEL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0538,-118.2488
100101587,2010-11-07,2010-11-05,20:45,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",50,F,Black,HOTEL,OTHER KNIFE,Invest Cont,34.0364,-118.2406
100101591,2010-11-10,2010-11-09,10:55,Central,BATTERY - SIMPLE ASSAULT,20,M,Hispanic/Latin/Mexican,SIDEWALK,AIR PISTOL/REVOLVER/RIFLE/BB GUN,Invest Cont,34.0545,-118.2499
100101592,2010-11-09,2010-11-09,00:01,Central,INTIMATE PARTNER - SIMPLE ASSAULT,39,M,White,SPORTS ARENA,,Adult Arrest,34.0437,-118.2652
100101593,2010-11-09,2010-11-09,23:00,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),9,M,White,JEWELRY STORE,,Invest Cont,34.0467,-118.2556
100101594,2010-11-11,2010-11-09,19:35,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45,M,Hispanic/Latin/Mexican,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,Invest Cont,34.0446,-118.245
100101598,2010-11-11,2010-11-10,20:35,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45,M,Black,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,34.0439,-118.2479
100101599,2010-11-11,2010-11-10,16:00,Central,BATTERY POLICE (SIMPLE),31,M,Black,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.0423,-118.2452
100101600,2010-11-11,2010-11-11,09:00,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M,White,OTHER BUSINESS,,Adult Arrest,34.0419,-118.2485
100101605,2010-11-15,2010-11-14,12:45,Central,CRIMINAL HOMICIDE,48,M,Other,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.0435,-118.2427
100101607,2010-11-17,2010-11-17,03:35,Central,BATTERY - SIMPLE ASSAULT,56,F,Black,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0446,-118.249
100101608,2010-11-16,2010-11-15,19:00,Central,CRUELTY TO ANIMALS,23,F,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,34.0481,-118.2507
100101609,2010-11-16,2010-10-30,12:00,Central,CRUELTY TO ANIMALS,28,F,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,34.0481,-118.2507
100101610,2010-11-17,2010-11-17,08:00,Central,INTIMATE PARTNER - SIMPLE ASSAULT,47,F,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0423,-118.2452
100101611,2010-11-18,2010-11-17,12:15,Central,BATTERY - SIMPLE ASSAULT,36,M,Hispanic/Latin/Mexican,ELEVATOR,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.0495,-118.2563
100101612,2010-11-17,2010-11-17,12:15,Central,BATTERY - SIMPLE ASSAULT,20,F,Hispanic/Latin/Mexican,ELEVATOR,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.0495,-118.2563
100101614,2010-11-17,2010-11-17,14:50,Central,ROBBERY,0,M,Black,OTHER PREMISE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.039,-118.24
100101615,2010-11-16,2010-11-16,21:00,Central,INTIMATE PARTNER - AGGRAVATED ASSAULT,47,F,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.0439,-118.2514
100101616,2010-11-18,2010-11-18,04:40,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57,M,Hispanic/Latin/Mexican,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",CLUB/BAT,Invest Cont,34.0635,-118.2426
100101618,2010-11-18,2010-11-18,16:30,Central,ARSON,29,F,Hispanic/Latin/Mexican,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0401,-118.2668
100104080,2010-01-02,2010-01-02,13:00,Central,BURGLARY FROM VEHICLE,43,M,White,PARKING LOT,,Invest Cont,34.0424,-118.2718
100101621,2010-11-19,2010-11-19,15:30,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),22,M,Hispanic/Latin/Mexican,DEPARTMENT STORE,,Adult Arrest,34.048,-118.2577
100101630,2010-11-21,2010-11-21,17:04,Central,ROBBERY,0,M,Other,JEWELRY STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.0481,-118.2507
100101637,2010-11-23,2010-11-23,22:00,Central,BATTERY - SIMPLE ASSAULT,33,F,Hispanic/Latin/Mexican,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0509,-118.2551
100101639,2010-11-24,2010-11-24,22:05,Central,BATTERY - SIMPLE ASSAULT,47,M,Black,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.045,-118.264
100101643,2010-11-26,2010-11-25,21:00,Central,ROBBERY,51,M,Hispanic/Latin/Mexican,SIDEWALK,OTHER KNIFE,Invest Cont,34.0461,-118.2476
100101646,2010-11-27,2010-11-20,00:01,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",33,M,Hispanic/Latin/Mexican,OTHER BUSINESS,,Invest Cont,34.0365,-118.2364
100101649,2010-11-27,2010-11-26,17:30,Central,THEFT PLAIN - PETTY ($950 & UNDER),15,F,Black,CLOTHING STORE,,Invest Cont,34.048,-118.2577
100101651,2010-11-27,2010-11-27,01:50,Central,BATTERY - SIMPLE ASSAULT,28,M,White,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0454,-118.2657
100101652,2010-11-27,2010-11-27,01:10,Central,VEHICLE - ATTEMPT STOLEN,0,M,Other,STREET,,Adult Arrest,34.0446,-118.249
100101653,2010-11-27,2010-11-27,02:20,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,M,Hispanic/Latin/Mexican,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0489,-118.2453
100101669,2010-12-03,2010-12-03,00:25,Central,BURGLARY,53,M,Black,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0439,-118.2514
100101670,2010-12-03,2010-12-02,19:00,Central,"RAPE, FORCIBLE",45,F,Hispanic/Latin/Mexican,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0209,-118.2784
100101672,2010-12-04,2010-12-04,19:20,Central,ROBBERY,53,M,Black,SIDEWALK,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,34.0452,-118.2534
100101677,2010-12-08,2010-12-08,08:00,Central,THEFT PLAIN - ATTEMPT,24,M,Other Asian,PARKING LOT,,Invest Cont,34.0416,-118.262
100101684,2010-12-10,2010-12-10,16:10,Central,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),22,M,Hispanic/Latin/Mexican,DEPARTMENT STORE,,Adult Arrest,34.048,-118.2577
100101685,2010-12-11,2010-12-11,13:30,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",58,F,White,HIGH SCHOOL,,Invest Cont,34.0594,-118.2452
100101691,2010-12-12,2010-12-12,01:00,Central,BRANDISH WEAPON,40,M,Hispanic/Latin/Mexican,STREET,OTHER KNIFE,Invest Cont,34.0581,-118.2371
100101692,2010-12-12,2010-12-12,01:00,Central,INTIMATE PARTNER - SIMPLE ASSAULT,21,F,Black,HOTEL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0467,-118.2556
